"d061645","abdominoplasty","abdominoplasties","panniculectomy","panniculectomies"
"d057128","aberrometry","aberrometries"
"d011351","proctoscopy","proctoscopies","surgical procedure proctoscopic","proctoscopic surgeries","proctoscopic surgery"
"d011379","prognosis","prognoses","factor prognostic"
"d000075527","prolotherapy","prolotherapies","proliferation therapy","proliferation therapies"
"d011468","prostatectomy","prostatectomies","prostatectomy suprapubic","prostatectomies suprapubic","prostatectomy retropubic","prostatectomies retropubic"
"d011476","prosthodontics","dentistry prosthetic"
"d011571","psychoacoustics",
"d011577","psychodrama","drama therapy","dramatherapy"
"d011601","psychophysics",
"d011603","psychophysiology","psychology physiologic","physiological psychology","physiologic psychologies","mind body relation physiology","mind body relationship physiology"
"d011612","psychosurgery","psychosurgeries","lobotomy","lobotomies","gyrectomy","gyrectomies","leukotomy","leukotomies","leucotomy","leucotomies","topectomy","topectomies"
"d011670","pulpectomy","pulpectomies"
"d011672","pulpotomy","pulpotomies"
"d011674","pulse",
"d011677","punctures","micropuncture"
"d000074882","pyloromyotomy","pyloromyotomies","ramstedt operation","fredet ramstedt operation","gastric peroral endoscopic pyloromyotomy","poem procedure","g poem","gastric per oral endoscopic pyloromyotomy"
"d064906","qigong","qi gong","chi kung"
"d011844","radiesthesia",
"d011859","radiography","diagnostic x ray","roentgenography","x ray radiology diagnostic","diagnostic x ray radiology"
"d011863","radioimmunoassay",
"d016719","radioimmunodetection","immunoscintigraphy radiolabelled","immunoscintigraphies radiolabelled","radioimmunoimaging","immunoscintigraphy radiolabeled","radioimmunoscintigraphy","radioimmunoscintigraphies","immunoscintigraphies radiolabeled"
"d016499","radioimmunotherapy","radioimmunotherapies","immunoradiotherapy","immunoradiotherapies"
"d011874","radiometry","dosimetry radiation","dosimetries radiation","radiation counter","geiger mueller tube","geiger mueller probe","geiger counter","geiger mueller counter tube","detection nuclear track"
"d016634","radiosurgery","gamma knife radiosurgery","gamma knife radiosurgeries","stereotactic radiation","stereotactic radiosurgery","stereotactic radiosurgeries","radiosurgery linear accelerator","linear accelerator radiosurgeries","linac radiosurgery","linac radiosurgeries","stereotactic body radiotherapy","stereotactic body radiotherapies","cyberknife radiosurgery","cyberknife radiosurgeries","stereotactic radiation therapy","stereotactic radiation therapies"
"d011878","radiotherapy","radiotherapies","radiation therapy","radiation therapies","radiation treatment","radiotherapy targeted","radiotherapies targeted","targeted radiation therapy","therapies targeted radiation","radiation therapy targeted"
"d011996","records","personal identification system","travel documents"
"d012018","reflex",
"d012028","reflexotherapy","reflex therapy"
"d012031","refractometry","refractive index","indices refractive"
"d012034","refrigeration","cold chain"
"d012042","registries","registry","population register","parish register"
"d012046","rehabilitation","habilitation"
"d012060","rejuvenation",
"d012086","reoperation","surgical revision","surgery repeat","revision surgery","revision surgeries","revision joint"
"d015424","reperfusion",
"d012092","replantation","surgical replantation","reimplantation"
"d012151","resuscitation",
"d042261","retinoscopes",
"d042262","retinoscopy","retinoscopies","skiametry","skiametries","skiascopy","skiascopies","shadow test"
"d019233","retreatment",
"d017694","rewarming",
"d012212","rheology","velocimetry","velocimetries","flowmetry"
"d025363","rhinomanometry",
"d012225","rhinoplasty","rhinoplasties"
"d019051","rhizotomy","rhizotomies"
"d015361","rhytidoplasty","rhytidoplasties","facelift","face lift","platysmotomy","platysmotomies","rhytidectomy","rhytidectomies","platysmaplasty","platysmaplasties"
"d021521","ribotyping","ribotype","riboprint","riboprinting"
"d012306","risk","relative risk"
"d058994","salpingectomy","salpingectomies","tubectomy","tubectomies","tubal excision"
"d012489","salpingostomy","salpingostomies"
"d016639","scleroplasty","scleroplasties"
"d012599","sclerostomy","sclerostomies"
"d015911","sclerotherapy","sclerotherapies"
"d012666","semiconductors",
"d012703","serotyping",
"d019423","shamanism",
"d012796","sialography","sialographies"
"d020694","sigmoidoscopes",
"d012812","sigmoidoscopy","sigmoidoscopies","proctosigmoidoscopy","proctosigmoidoscopies","surgical procedure sigmoidoscopic","sigmoidoscopic surgery","surgeries sigmoidoscopic"
"d013008","somatotypes","body build","body type","endomorph","mesomorph","ectomorph"
"d013010","sonication",
"d013053","spectrophotometry",
"d055161","speleotherapy","speleotherapies"
"d000074432","sphincterotomy","sphincterotomies"
"d019722","sphygmomanometers",
"d013147","spirometry","spirometries"
"d013156","splenectomy","splenectomies"
"d013165","splints","splint static","static orthose","static splinting","splint dynamic","dynamic splinting"
"d015607","stents",
"d056346","sternotomy","sternotomies","median sternotomy","median sternotomies"
"d019023","stethoscopes",
"d058254","stretchers","stretcher patient holding","litter patient","stretcher wheeled","gurney","rescue stretcher","ambulance stretcher","stretcher emergency room"
"d049489","stroboscopy",
"d013396","suction","aspiration mechanical","drainage suction"
"d013404","suggestion",
"d013480","superovulation",
"d013537","sutures","staple surgical"
"d013562","sympathectomy","sympathectomies","sympathetic denervation"
"d013567","symphysiotomy","symphysiotomies"
"d017356","synchrotrons",
"d000074402","synovectomy","synovectomies","synovium resection"
"d013594","syringes","syringe karman","hypodermic syringe"
"d013653","tattooing","tattoo"
"d013686","telemetry","telemetries"
"d019112","teleradiology",
"d000069350","telerehabilitation","tele rehabilitation","remote rehabilitation","virtual rehabilitation"
"d061351","telescopes","binocular"
"d053656","tenodesis","tenodeses"
"d058971","tenotomy","tenotomies","tendon release","tendon lengthening","heel cord release"
"d013812","therapeutics","therapy","therapies","treatment"
"d013815","thermodilution",
"d013817","thermography","temperature mapping"
"d013818","thermogravimetry","thermogravimetries"
"d013821","thermometers",
"d062125","thermometry",
"d013851","thinness","leanness","underweight"
"d000069258","thoracentesis","thoracenteses","pleural aspiration","chest aspiration","thoracocentesis","thoracocenteses","pleurocentesis","pleurocenteses"
"d013905","thoracoplasty","thoracoplasties"
"d020708","thoracoscopes","pleuroscope"
"d013906","thoracoscopy","thoracoscopies","pleural endoscopy","pleuroscopy","pleuroscopies","endoscopies pleural","surgical procedure thoracoscopic","thoracoscopic surgery","surgeries thoracoscopic"
"d013907","thoracostomy","thoracostomies","needle thoracostomy","needle thoracostomies"
"d013908","thoracotomy","thoracotomies"
"d017131","thrombectomy","thrombectomies","percutaneous aspiration thrombectomy","thrombectomies percutaneous aspiration","aspiration thrombectomies","thrombectomy aspiration"
"d013916","thrombelastography","thromboelastography","thromboelastometry"
"d013934","thymectomy","thymectomies"
"d013965","thyroidectomy","thyroidectomies"
"d017186","titrimetry",
"d015145","tocolysis","tocolyses","tocolytic therapy","tocolytic treatment","therapies tocolytic"
"d014054","tomography","tomographies"
"d014068","tonsillectomy","tonsillectomies"
"d014099","toothbrushing",
"d014111","tourniquets",
"d014130","trabeculectomy","trabeculectomies","trabeculoplasty","trabeculoplasties","trabeculotomy","trabeculotomies","goniotomy","goniotomies"
"d000069339","trachelectomy","trachelectomies","vaginal cervicectomy","cervicectomies vaginal","vaginal trachelectomy","trachelectomies vaginal","cervicectomy","cervicectomies"
"d014139","tracheostomy","tracheostomies"
"d014140","tracheotomy","tracheotomies"
"d014143","traction",
"d014159","transducers",
"d014162","transfection",
"d014172","transillumination","diaphanoscopy","diaphanoscopies","diaphanography","diaphanographies"
"d014180","transplantation",
"d014207","trephining","trephination","trepanation","trepanning"
"d014340","trusses",
"d000069356","tympanocentesis","tympanocenteses"
"d014433","tympanoplasty","tympanoplasties"
"d014461","ultracentrifugation",
"d014462","ultrafiltration",
"d014463","ultrasonography","diagnostic ultrasound","ultrasound imaging","echotomography","ultrasonic imaging","sonography medical","ultrasonographic imaging","echography","diagnosis ultrasonic","diagnoses ultrasonic","echotomography computer","tomography ultrasonic"
"d035501","uncertainty",
"d020709","ureteroscopes",
"d018666","ureteroscopy","ureteroscopies","ureteroscopic surgical procedure","surgery ureteroscopic","ureteroscopic surgeries"
"d014519","ureterostomy","ureterostomies"
"d016482","urinalysis","urinalyses"
"d014567","urography","urographies","urogram","pyelogram","pyelography","pyelographies"
"d014611","vaccination","immunization active"
"d014628","vagotomy","vagotomies"
"d014659","vasectomy","vasectomies","vas ligation","vas occlusion","seeker vasectomy","vasectomy seeker refused","thread intravasal","nonchemical vas occlusion"
"d014669","vasovasostomy","vasovasostomies","vasectomy reversal","vasostomy","vasostomies"
"d014672","vectorcardiography","vectorcardiographies","vectercardiography","vectercardiographies","electrocardiography vector","electrocardiographies vector","polarcardiography","polarcardiographies"
"d014696","ventriculostomy","ventriculostomies","endoscopic third ventriculostomy","endoscopic third ventriculostomies","ventriculocisternostomy","ventriculocisternostomies"
"d054854","vertebroplasty",
"d014727","vestibuloplasty","vestibuloplasties"
"d055676","viscosupplementation",
"d014821","vitrectomy","vitrectomies"
"d014824","vivisection",
"d000074883","vulvectomy","vulvectomies"
"d014853","walkers",
"d014910","wheelchairs","chair wheel"
"d018599","witchcraft","sorcery","sorceries"
"d020525","xenodiagnosis","xenodiagnoses"
"d014984","xeromammography","xeroradiography breast"
"d014986","xeroradiography","xeroradiographies"
"d015013","yoga",
"d055011","ablation techniques",
"d000025","abortion eugenic","abortion selective"
"d000028","abortion induced","abortion rate","abortion technique","abortion technic","abortion drug induced","previous abortion","abortion history","abortion histories","abortion saline solution","abortion soap solution","anti abortion group","embryotomy","embryotomies","fertility control postconception","abortion failure","abortion rivanol"
"d000029","abortion legal","abortion on demand"
"d000032","abortion therapeutic",
"d020341","absorbable implants","bioabsorbable implant","absorbable implant"
"d041342","absorbent pads","underpad","liner pants"
"d015502","absorptiometry photon","densitometry x ray","photodensitometry x ray","densitometry xray","single photon absorptiometry","dual energy x ray absorptiometry scan","dxa scan","dexa scan","dual photon absorptiometry","radiographic absorptiometry dual energy","dual energy radiographic absorptiometry","absorptiometry x ray","x ray absorptiometry","dual energy x ray absorptiometry","x ray absorptiometry dual energy","absorptiometries dpx","absorptiometry dpx","absorptiometry dual x ray","dual x ray absorptiometry"
"d000161","acoustic stimulation","auditory stimulation"
"d000067549","action spectrum",
"d000201","activation analysis","activation analyses"
"d000202","activator appliances","orthodontic appliance activator","activator function","jumper jasper","activator harvold","appliance andresen","bionator"
"d000206","actuarial analysis","actuarial analyses"
"d015667","acupuncture analgesia","acupuncture anesthesia"
"d020831","acupuncture ear","auricular acupuncture"
"d015669","acupuncture points","acupoint"
"d015670","acupuncture therapy","acupuncture treatment","pharmacoacupuncture treatment","pharmacoacupuncture therapy","acupotomy","acupotomies"
"d000278","administration buccal","buccal drug administration"
"d000279","administration cutaneous","administration cutaneous drug","dermal administration","drug administration dermal","skin administration drug","administration dermal drug","administration transdermal","transcutaneous administration","administration percutaneous"
